SSN,payment_history,credit_utilization,len_credit_history,mix_credit,new_credit,credit_score
62196474,0.53,0.06,0.39,0.05,0.45,396
422118027,0.24,0.11,0.18,0.74,0.05,497
252422693,0.82,0.43,0.82,0.77,0.19,328
56528289,0.72,0.19,0.25,0.37,0.1,492
539122474,0.63,0.23,0.54,0.37,0.31,346
936367503,0.82,0.09,0.55,0.37,0.56,496
524765723,0.78,0.1,0.74,0.37,0.56,487
143696452,1,0.04,0.43,0.37,0.65,595
995496105,0.58,0.07,0,0.96,0.68,339
111280591,0.29,0.18,0.69,0.96,0.19,420
640705713,0.33,0.06,0.25,0.25,0.26,399
892599388,0.98,0.32,0.59,0.37,0.05,467
697304224,0.82,0.39,0.82,0.89,0.3,340
569420166,0.91,0.23,0.82,0.9,0.03,745
749003936,0.53,0.16,0.73,0.37,0.58,310
87247203,0.96,0.16,0.63,0.76,0.21,730
714650767,0.78,0.19,0.15,0.86,0.56,336
808084158,0.57,0.09,0.57,0.75,0.56,433
830468742,0.53,0.06,0.62,0.61,0.39,584
518599939,0.53,0.12,0.46,0.82,0.17,644
729301221,0.6,0.21,0.12,0.12,0.03,357
1629168,0.86,0.39,0.25,0.91,0.23,308
217631287,0.82,0.44,0.98,0.37,0.02,350
486397909,0.97,0.2,0.25,1,0.56,406
97902826,0.89,0.19,0.54,0.92,0.56,434
557220102,0.05,0.03,0.57,0.87,0.51,316
896617202,0.83,0.17,0.67,0.37,0.13,671
581643728,0.36,0.01,0.79,0.62,0.97,303
460339011,0.73,0.12,0.39,0.76,0.77,342
680041561,0.89,0.32,0.63,0.85,0.41,357
817377524,0.85,0.01,0.82,0.37,0.62,693
376247362,1,0.46,0.76,0.94,0.38,316
233757698,0.22,0.05,0.52,0.76,0.48,371
862796959,0.7,0.12,0.25,0.9,0.57,399
218310475,0.07,0.12,0.78,0.31,0.01,485
7297017,0.61,0.01,0.71,0.95,0.84,473
39494182,0.87,0.17,0.49,0.37,0.08,713
612046232,0.87,0.03,0.2,0.37,0.38,793
182566977,0.63,0.17,0.82,0.37,0.61,343
422363419,0.98,0.03,0.19,0.37,0.56,620
556144889,0.68,0.27,0.82,0.37,0.33,354
345481517,0.65,0.23,0.69,0.37,0.23,406
600062966,0.41,0.17,0.82,0.32,0.32,351
41032408,0.58,0.17,0.6,1,0.26,505
23218737,0.38,0.1,0.73,0.37,0.19,554
340532334,0.92,0.24,0.78,0.37,0.34,451
377821514,0.21,0.03,0.61,0.87,0.62,361
830116392,0.64,0.14,0.36,0.37,0.52,332
204014,0.53,0.11,0.82,0.66,0.5,442
353957114,0.22,0.08,0.38,0.71,0.11,568
495400427,0.65,0.21,0.99,0.37,0.56,351
414947302,0.65,0.07,0.55,0.37,0.52,470
85582691,0.82,0.34,0.81,0.37,0.03,426
322552112,0.53,0.1,0.05,0.37,0.08,601
488286966,0.23,0.14,0.25,0.91,0.21,332
784560059,0.26,0.1,0.82,0.85,0.07,766
775803939,0.79,0.18,0.13,0.77,0.56,341
62215473,0.53,0.1,0.47,0.11,0.56,313
85380013,0.97,0.31,0.67,0.37,0.09,464
613914742,0.53,0.09,0.69,0.37,0.79,306
967094794,0.69,0.11,1,0.37,0.27,698
25164936,0.68,0.18,0.81,0.81,0.81,327
772247682,0.95,0.13,0.83,0.96,0.47,642
118604554,0.81,0.46,0.97,0.37,0.12,311
975727345,0.57,0.22,0.02,0.37,0.1,315
891583727,0.82,0.13,0.41,0.78,0.98,315
821816798,0.53,0.37,0.82,0.89,0.12,322
68308885,0.86,0.26,0.52,0.8,0.65,319
322672098,0.82,0.23,0.25,0.37,0.43,323
676814707,0.62,0.33,0.59,0.01,0.02,307
660242563,0.23,0.13,0.25,0.91,0.17,377
749827572,0.64,0.04,0.23,0.37,0.56,429
254736743,0.82,0.28,0.65,0.37,0.36,354
489325,0.53,0.2,0.63,0.37,0.46,300
184905168,0.88,0.03,0.54,0.37,0.74,504
856287885,0.82,0.08,0.18,0.37,0.42,528
400823229,0.97,0.19,0.99,0.93,0.85,404
334374899,0.86,0.34,0.82,0.37,0.44,314
626582254,0.86,0.19,0.63,0.37,0.25,527
880840683,0.75,0.17,0.58,0.99,0.29,552
981838446,0.85,0.38,0.34,0.37,0.07,316
175212662,0.4,0.08,0.97,0.81,0.5,501
134614591,0.39,0.17,0.57,0.86,0.1,495
355708469,0.4,0.12,0.76,0.3,0.18,533
307713602,0.83,0.04,0.48,0.37,0.81,429
703079032,0.23,0.04,0.82,0.83,0.28,721
78777774,0.41,0.09,0.17,0.93,0.3,462
504572905,0.32,0.07,0.18,0.22,0.16,439
67546133,0.82,0.03,0.71,0.96,0.56,748
567933106,0.85,0.13,0.82,0.93,0.74,448
685880383,0.92,0.39,0.97,0.37,0.41,322
620829922,0.87,0.13,0.01,0.37,0.2,572
459997313,0.11,0.11,0.61,0.8,0.02,574
764091287,0.83,0.03,0.48,0.37,0.73,493
169391443,0.62,0.19,0.51,0.31,0.44,326
39899485,0.91,0.23,0.95,0.37,0.34,481
844666468,0.97,0.14,0.48,0.37,0.56,455
285785185,0.4,0.06,0.68,0.92,0.56,455
444312441,0.79,0.17,0.96,0.37,0.33,536
95163052,0.67,0.14,0.82,0.37,0.58,390
344246582,0.82,0.22,0.82,0.37,0.03,631
656764237,0.34,0.07,0.82,0.37,0.68,315
852610939,0.58,0.31,0.82,0.61,0.08,380
259898778,0.19,0.04,0.82,0.29,0.56,322
877792833,0.42,0.15,0.49,0.37,0.1,486
88744357,0.53,0.26,0.75,0.37,0.17,354
437214813,0.86,0.32,0.36,0.37,0.15,352
453238915,0.78,0.22,0.08,0.37,0.08,434
97308442,0.53,0.08,0.61,0.37,0.63,360
959394187,0.58,0.27,0.98,0.37,0.17,396
29597332,0.53,0.06,0.59,0.61,0.56,453
59649254,0.53,0.11,0.98,0.13,0.13,737
317092139,0.8,0.06,0.82,0.37,0.77,468
390655741,0.91,0.04,0.38,0.37,0.59,578
65335051,0.71,0.15,0.08,0.84,0.62,327
39963121,0.21,0.12,0.96,0.92,0.33,438
504019517,0.23,0.04,0.59,0.9,0.34,570
747148718,0.88,0.13,0.82,0.37,0.56,499
746944122,0.53,0.19,0.53,0.61,0.08,509
937499128,0.41,0.32,0.82,0.83,0.1,326
40544867,0.22,0.06,0.43,0.05,0.02,756
4369345,0.76,0.15,0.22,0.37,0.06,655
982315654,0.92,0.32,0.69,0.37,0.56,306
747208754,0.37,0.04,0.13,0.82,0.49,369
324646952,0.66,0.23,0.4,0.37,0.38,306
898715754,0.9,0.1,0.75,0.37,0.4,662
744370326,0.34,0.09,0.25,0.96,0.57,304
111092501,0.53,0.02,0.09,0.7,0.44,543
729126376,0.9,0.25,0.09,0.37,0.14,413
13770271,0.88,0.06,0.81,0.37,0.79,473
364037113,0.63,0.08,0.62,0.37,0.71,367
902257851,0.33,0.18,0.19,0.72,0.13,329
925416379,0.89,0.14,0.66,0.97,0.46,582
48261772,0.75,0.15,0.39,0.78,0.16,664
674440192,0.64,0.08,0.82,0.37,0.52,515
290999784,0.56,0.09,0.46,0.37,0.66,330
440860796,0.97,0.43,0.82,0.37,0.06,370
121183402,0.28,0.14,0.65,0.69,0.03,582
205266073,0.38,0.07,0.62,0.07,0.5,332
935240382,0.41,0.03,0.21,0.18,0.39,403
26500259,0.88,0.3,0.82,0.37,0.27,403
655239089,0.71,0.16,0.68,0.37,0.22,560
586171711,0.82,0.1,0.07,0.82,0.44,522
588567765,0.53,0.17,0.98,0.37,0.57,345
742894117,0.42,0.03,0.47,0.59,0.69,349
63231308,0.79,0.08,0.06,0.37,0.63,375
923874494,0.57,0.1,0.82,0.03,0.74,309
581422517,0.61,0.12,0.06,0.93,0.5,366
965787782,0.96,0.24,0.11,0.37,0.45,328
256047695,0.88,0.4,0.25,1,0.13,334
263611402,0.82,0.12,0.95,0.37,0.44,573
909751471,0.6,0.1,0.81,0.57,0.44,533
110304432,0.99,0.46,0.62,0.78,0.25,317
60932602,0.97,0.34,0.19,0.37,0.32,302
601492973,0.58,0.34,0.67,0.71,0.22,302
302912452,0.93,0.19,0.81,0.37,0.29,553
92183024,0.78,0.23,0.25,0.37,0.11,433
314678753,0.86,0.26,0.6,0.37,0.56,320
187013193,0.89,0.3,0.76,0.37,0.25,403
304161676,0.67,0.33,0.11,0.8,0.1,302
61251848,0.85,0.17,0.11,0.37,0.29,436
53652179,0.53,0.34,0.82,0.83,0.04,376
761023739,0.65,0.03,0.45,1,0.57,597
899413999,0.4,0.21,0.34,0.61,0.17,318
914371282,0.79,0.22,0.15,0.37,0.43,305
282052237,0.74,0.05,0.82,0.37,0.83,427
881414748,0.66,0.31,0.13,0.91,0.11,329
141092015,0.89,0.27,0.82,0.37,0.44,379
774113647,0.79,0.15,0.74,0.37,0.47,456
312643092,0.6,0.1,0.38,0.37,0.15,668
807616832,0.53,0.05,0.57,0.37,0.31,694
739410306,0.78,0.17,0.82,0.9,0.41,530
220707712,0.88,0.29,0.95,0.37,0.09,511
227317273,0.69,0.3,0.34,0.37,0.04,345
662639662,0.85,0.4,0.73,0.37,0.14,329
90922263,0.75,0.05,0.82,0.86,0.56,665
541268539,0.3,0.05,0.47,0.37,0.19,598
42112785,0.22,0.03,0.82,0.87,0.59,421
373813433,0.99,0.54,0.82,0.93,0.17,311
282794446,0.9,0.19,0.69,0.37,0.52,417
3270024,0.08,0.05,0.82,0.89,0.52,357
983674157,0.62,0.14,0.99,0.1,0.6,364
165289813,0.53,0.06,0.51,0.66,0.66,394
99049996,0.53,0.12,0.76,0.18,0.29,494
341279724,0.81,0.2,0.19,0.81,0.37,411
616487353,0.05,0.12,0.82,0.37,0.06,435
992749856,0.53,0.12,0.25,0.66,0.48,349
702260246,1,0.33,0.6,0.37,0.17,408
79184873,0.92,0.15,0.25,0.37,0.16,650
596915047,0.82,0.16,0.25,0.37,0.7,304
324499792,0.79,0.34,0.82,0.83,0.44,335
326227221,0.53,0.01,0.82,0.37,0.58,572
249837619,0.64,0.09,0.17,0.37,0.37,438
46689014,0.85,0.13,0.82,0.84,0.72,457
280647604,0.9,0.25,0.25,0.75,0.32,403
388533013,0.78,0.09,0.82,0.37,0.62,484
500972326,0.53,0.04,0.34,0.99,0.87,346
975210403,0.18,0.15,0.82,0.88,0.47,300
51320556,0.62,0.15,0.8,0.14,0.29,479
316877189,0.92,0.15,0.25,0.86,0.46,494
951391179,0.73,0.43,1,0.83,0.14,338
549920856,0.22,0.04,0.18,0.78,0.15,663
64456522,0.56,0.15,0.23,0.26,0.04,541
387109191,0.92,0.22,1,0.9,0.56,460
450373264,0.77,0.18,0.56,0.37,0.01,720
983383389,0.98,0.3,1,0.37,0.22,478
170064677,0.62,0.07,0.79,0.73,0.5,559
72279471,0.53,0.2,0.82,0.37,0,564
248465843,0.88,0.02,0.67,0.91,0.99,481
64355273,0.3,0.16,0.39,0.79,0.27,326
537052802,0.88,0.03,0.6,0.37,0.87,457
106516454,0.53,0.1,0.62,0.93,0.16,783
594935063,0.53,0.16,0.76,0.21,0.18,493
977694862,0.53,0,1,0.61,0.58,672
516849526,0.67,0.02,0.16,0.37,0.56,484
62476132,0.73,0.08,0.25,0.93,0.76,389
326117994,0.41,0.04,0.49,0.61,0.81,303
352168738,0.7,0.03,0.15,0.37,0.37,671
2443245,0.79,0.21,0.81,0.37,0.67,335
151587,0.73,0.1,0.41,0.37,0.72,348
996166389,0.6,0.32,0.83,0.13,0.02,352
498220475,0.9,0.26,0.22,0.95,0.6,322
644893578,0.97,0.15,0.82,0.91,0.68,483
650379275,0.74,0.15,0.22,0.37,0.29,449
769683242,0.92,0.13,0.1,1,0.56,452
125052576,0.78,0.2,0.18,0.37,0.2,415
745303934,0.82,0.07,0.25,0.84,0.68,453
954455154,0.72,0.23,0.57,0.99,0.6,342
585503128,0.53,0.09,0.01,0.94,0.2,614
501505877,0.86,0.03,0.61,0.37,0.62,596
106597634,0.93,0.15,0.53,0.37,0.18,696
72907546,0.75,0.14,0.25,0.37,0.59,333
697249649,0.81,0.17,0.81,0.37,0.56,408
605876715,0.95,0.39,0.4,0.37,0.1,337
1833838,0.29,0.21,0.82,0.58,0.08,396
319892727,0.53,0.22,0.56,0.21,0.14,370
325343387,0.95,0.26,0.39,0.37,0.52,328
448124156,0.33,0.2,0.82,0.91,0.32,353
306988588,1,0.21,0.99,0.37,0.25,619
982577698,0.8,0.17,0.25,0.37,0.44,369
577925843,0.32,0.01,0.23,0.12,0.36,421
727584144,0.85,0.06,0.25,0.37,0.56,502
443772686,0.7,0.18,0.09,0.86,0.23,453
661119167,0.8,0.05,0.56,0.37,0.79,433
154340037,0.81,0.52,0.97,0.8,0.06,314
884301172,0.76,0.39,0.82,0.37,0.1,336
278198377,0.67,0.15,0.75,0.37,0.09,724
648725174,0.71,0.19,0.62,0.98,0.33,488
715650154,0.22,0.09,0.74,0.86,0.24,528
849284551,0.77,0.09,0.35,0.37,0.34,601
600787994,0.66,0.24,0.82,0.37,0.22,414
991416651,0.58,0.2,0.09,0.32,0.23,305
996051515,0.92,0.28,0.78,0.37,0.59,335
613402397,0.63,0.15,0.25,0.37,0.39,354
92304402,0.56,0,0.82,0.79,0.6,657
51007508,0.53,0.1,0.2,0.95,0.4,435
67088347,0.85,0.03,0.45,0.37,0.98,377
15303748,0.71,0.17,0.46,0.37,0.36,408
653992713,0.53,0.1,0.76,0.08,0.56,365
767169828,0.88,0.45,0.8,0.37,0,344
765520287,0.53,0.15,0.82,0.37,0.18,566
682457102,0.92,0.38,0.99,0.87,0.17,421
379365944,0.81,0.09,0.09,0.37,0.22,673
228581612,0.98,0,0.63,0.91,0.77,682
148230853,0.53,0.14,0.38,0.94,0.68,308
51533555,0.88,0.12,0.08,0.89,0.82,343
923689165,0.89,0.22,0.59,0.92,0.56,403
684958676,0.74,0.13,0.82,0.83,0.51,524
225107422,0.78,0.4,0.67,0.97,0.05,373
752552749,0.88,0.12,0.25,0.9,0.64,437
787916697,0.68,0.25,0.25,0.37,0.14,345
289197264,0.53,0.01,0.82,0.78,0.76,495
565677072,0.72,0.03,0.06,0.91,0.44,679
377237458,0.2,0.1,0.1,0.2,0.02,327
14804323,0.35,0.14,0.69,0.37,0.14,480
358179945,0.91,0.31,0.65,0.37,0.41,341
610640967,0.74,0.22,0.25,0.37,0.12,429
711309519,0.7,0.44,0.74,0.96,0.09,319
817638407,0.8,0.24,0.7,0.37,0.03,567
405420651,0.53,0.39,0.82,0.57,0.06,300
706174797,0.57,0.03,0.25,0.59,0.74,363
838564014,0.82,0.11,0.08,0.37,0.25,573
166240705,0.53,0.18,0.8,0.88,0.38,429
108777503,0.38,0.09,0.18,0.04,0.18,365
825954394,0.37,0.13,0.51,0.16,0.18,398
619840691,0.41,0.17,0.82,0.59,0.26,427
400907363,0.93,0.4,0.62,0.37,0.14,335
678175285,0.9,0.2,0.35,0.37,0.56,351
296979437,0.92,0.11,0.4,0.37,0.29,662
711701579,0.75,0.3,0.5,0.37,0.06,392
332007508,0.76,0.06,0.02,0.92,0.97,312
193728807,0.53,0.11,0.52,0.37,0.39,416
960753193,0.98,0.21,0.75,0.98,0.84,379
888673387,0.8,0.2,0.12,0.37,0.18,432
55932322,0.68,0.06,0.99,0.37,0.95,372
489718124,0.77,0.33,0.45,0.79,0.32,318
737530547,0.82,0.13,0.05,0.37,0.61,335
683614447,0.87,0.26,0.95,0.37,0.35,432
516488812,0.53,0.2,0.8,0.71,0.5,341
77134457,0.99,0.04,0.56,0.37,0.62,645
397392511,0.53,0.21,0.35,0.02,0.15,304
102509447,0.9,0.27,0.52,0.37,0.56,310
69271564,0.53,0.32,0.63,0.94,0.19,329
716101598,0.98,0.42,0.25,0.37,0.11,305
981040746,0.65,0.25,0.68,0.83,0.63,300
731051037,0.58,0.38,0.96,0.9,0.21,327
771734869,0.97,0.03,0.56,0.37,0.51,764
3156896,0.66,0.3,0.75,0.37,0.02,413
768002193,0.93,0.12,0.25,0.37,0.38,537
800380732,0.79,0.1,0.61,0.83,0.52,551
587675592,0.56,0.35,0.82,0.25,0.06,306
834177552,0.81,0.06,0.82,0.37,0.43,744
497133752,0.78,0.22,0.82,0.96,0.62,384
68977037,0.32,0.14,0.48,0.37,0.25,340
21825243,0.6,0.32,0.66,0.57,0.21,317
256053847,0.86,0.19,0.7,0.37,0.48,419
636878479,0.8,0.04,0.25,0.84,0.56,583
753642795,0.62,0.04,0.4,0.37,0.82,334
602625,0.53,0.28,0.53,0.37,0.15,306
710034296,0.25,0.05,0.82,0.95,0.67,372
724250237,0.82,0.17,0.17,0.37,0.56,325
552066115,0.82,0.31,0.82,0.37,0.52,311
700857623,0.11,0.17,0.69,0.91,0.06,413
740201071,0.77,0.05,0.82,0.37,0.87,423
669710966,0.8,0.07,0.77,0.92,0.78,491
847101777,0.03,0.03,0.09,0.27,0.08,335
33603616,0.71,0.12,0.25,0.37,0.7,305
921454239,0.79,0.2,0.82,0.37,0.05,659
62166261,0.6,0.24,0.25,0.88,0.27,343
57691318,0.99,0.21,0.21,0.37,0.41,403
860571353,0.78,0.15,0.65,0.37,0.52,426
311939366,0.4,0.2,0.47,0.91,0.07,443
347384931,0.53,0.1,0.6,0.61,0.4,487
818891868,0.2,0.01,0.82,0.96,0.7,392
268709263,1,0.08,0.58,0.37,0.37,767
307825177,0.42,0.06,0.72,0.33,0.39,500
844889063,0.89,0.13,0.54,0.94,0.6,491
58701852,0.35,0.19,0.25,0.98,0.03,439
884788625,0.53,0.25,0.8,0.91,0.51,315
624132702,0.96,0.14,0.96,0.89,0.56,586
334728771,0.8,0.21,0.72,0.82,0.07,683
44487687,0.83,0.04,0.54,0.37,0.66,521
91727856,0.69,0.41,0.82,0.37,0.11,303
714819951,0.53,0.17,0.82,0.11,0.44,335
594060421,0.29,0.11,0.82,0.06,0.3,360
425786091,0.96,0.02,0.67,0.76,0.86,557
172356185,0.72,0.09,0.82,0.37,0.33,695
768395485,0.03,0.14,0.59,0.93,0.17,322
680298936,0.97,0.26,0.82,0.37,0.17,514
95903556,0.79,0.04,0.2,0.37,1,310
452602483,0.83,0.16,0.48,0.37,0.42,448
745684959,0.65,0.1,0.82,0.37,0.5,481
367151022,0.66,0.16,0.96,0.37,0.68,357
944351237,0.53,0.23,0.01,0.18,0,303
874218309,0.79,0.17,0.01,0.88,0.23,499
16424818,0.26,0.07,0.38,0.55,0.27,432
851888925,0.7,0.05,0.56,0.37,0.63,458
56570182,0.74,0.06,0.05,0.37,0.6,388
915854898,0.31,0.06,0.82,0.05,0.31,489
593966341,0.82,0.31,0.98,0.37,0.58,314
838607014,0.9,0.22,0.38,0.37,0.52,348
412859244,0.65,0.03,0.14,0.37,0.35,630
816783774,0.97,0.13,0.25,0.37,0.68,390
772168193,0.86,0.34,0.82,0.9,0.56,328
325636918,0.67,0.16,0.03,0.37,0.05,532
117455684,0.92,0.41,0.82,1,0.12,402
549895923,0.64,0,0.41,0.37,0.69,459
867169701,0.98,0.2,0.25,0.37,0.2,527
115348585,0.79,0.21,0.02,0.37,0.4,312
781175948,0.74,0.14,0.82,0.88,0.31,631
77895436,0.7,0.1,0.02,0.37,0.56,328
880547448,0.53,0,0.25,0.72,0.56,526
413097434,0.9,0.16,0.03,0.37,0.13,581
668736085,0.81,0.34,0.81,0.78,0.04,456
225519762,0.7,0.05,0.71,0.83,0.56,602
40428382,0.77,0.39,0.38,0.87,0.13,319
83745843,0.32,0.25,0.82,0.67,0.06,367
802789539,0.22,0.06,0.58,0.22,0.1,642
311541158,0.88,0.36,0.69,0.37,0.03,403
490310779,0.53,0.23,0.58,0.23,0.22,329
177365795,0.82,0.31,0.82,0.37,0.49,314
9395006,0.82,0.31,0.8,0.37,0.44,329
942324061,0.91,0.16,0.4,0.37,0.06,793
308474667,0.88,0.24,0.74,0.37,0.32,440
234737385,0.85,0.07,0.82,0.37,0.41,725
499061997,0.98,0.11,0.82,0.37,0.78,453
182456981,0.58,0.22,0.48,0.77,0.44,316
46249278,0.85,0.3,0.65,0.37,0.16,400
398131519,0.91,0.38,1,0.37,0.02,440
561927465,0.58,0.2,0.82,0.55,0.4,376
625324669,0.42,0.2,0.8,0.64,0.33,351
943787376,0.57,0.12,0.54,0.86,0.67,352
244625282,0.62,0.15,0.77,0.2,0.62,330
83324258,0.68,0.08,0.38,0.75,0.57,460
756643771,0.97,0.21,0.21,0.37,0.36,409
57820409,0.67,0.1,0.82,0.37,0.66,409
262291508,0.22,0.13,0.8,0.98,0.46,344
321250252,0.53,0.07,0.97,0.56,0.51,546
974157104,0.76,0.04,0.82,0.84,0.96,444
385622074,0.91,0.04,0.49,0.37,0.95,399
655182286,0.06,0.16,0.68,0.64,0.01,393
636105814,0.79,0.18,0.7,0.96,0.23,625
228977041,0.69,0.42,0.5,0.84,0.02,310
178015366,0.82,0.22,0.64,0.37,0.56,348
420510815,0.53,0.03,0.57,0.78,0.96,337
713061766,0.38,0.01,0.18,0.37,0.56,324
913018422,0.22,0.1,0.73,0.93,0.26,513
709660242,0.77,0.3,0.82,0.37,0.08,444
972293927,0.68,0.16,0.77,0.37,0.65,349
806584508,0.97,0.56,0.48,0.99,0.01,302
899169959,0.79,0.39,0.59,0.37,0.1,315
462733094,0.92,0.24,0.25,0.98,0.48,384
545944694,0.24,0,0.61,0.59,0.62,375
473088468,0.62,0.18,0.25,0.99,0.56,320
435574545,0.64,0.08,0.37,0.37,0.82,301
691115258,0.89,0.24,0.25,0.88,0.52,355
779037298,0.8,0.23,0.82,0.37,0.33,438
62894876,0.82,0.41,0.97,0.37,0.05,368
513831628,0.2,0.04,0.82,0.68,0.72,305
453377246,0.92,0.19,0.01,0.37,0.07,572
288991942,0.64,0.14,0.44,0.37,0,760
971957417,0.8,0.02,0.76,0.37,0.95,424
477741144,0.79,0.18,0.76,0.37,0.85,304
921176905,0.73,0.32,0.69,0.37,0.23,336
140660088,0.35,0.03,0.08,0.11,0.16,603
277648342,0.82,0.21,0.25,0.87,0.29,451
851353098,0.53,0.04,0.77,0.7,0.43,663
915404093,0.02,0.16,0.48,0.89,0.06,304
556102308,0.71,0.04,1,0.76,0.75,550
78659228,0.9,0.26,0.74,0.89,0.73,344
105892321,0.74,0.21,0.19,0.37,0.34,334
803607382,0.53,0.35,0.78,0.37,0.05,309
121181969,0.86,0.44,0.82,0.37,0.02,344
796737157,0.9,0.14,0.03,0.37,0.07,732
129956334,0.08,0.07,0.25,0.81,0.24,330
469664106,0.85,0.17,0.36,0.94,0.27,559
435708171,0.89,0.23,0.82,0.37,0.04,637
900514013,0.78,0.02,0.82,0.88,0.62,699
370793038,0.59,0.03,0.09,0.7,0.47,527
58503412,0.96,0.03,0.82,0.37,0.83,539
257014862,0.53,0.02,0.53,0.01,0.42,547
377222042,0.57,0.11,0.25,0.76,0.56,352
74432791,0.87,0.28,0.53,0.94,0.23,444
693907524,0.78,0.06,0.25,0.9,0.56,532
28210476,0.22,0.1,0.99,0.37,0.18,556
643660181,0.66,0.08,0.01,0.93,0.38,535
712054553,0.64,0.16,0.15,0.37,0.13,458
768788561,0.81,0.04,0.39,0.37,0.51,617
886912475,0.84,0.06,0.58,0.95,0.56,637
142091941,0.71,0.21,0.47,0.37,0.21,432
919343645,0.02,0.11,0.6,0.78,0.08,439
43697117,0.88,0.12,0.42,0.81,0.62,458
99347279,0.95,0.34,0.82,0.37,0.56,312
992887104,0.53,0.07,0.79,0.95,0.47,589
923029099,0.86,0.27,0.39,0.37,0.27,372
443358313,0.28,0.07,0.25,0.99,0.41,379
949291656,0.9,0.02,0.16,0.37,0.68,511
840075822,0.74,0.05,0.96,0.37,0.5,694
94379605,0.99,0.48,0.61,0.96,0.11,344
392574141,0.76,0.03,0.82,0.75,0.75,560
334075289,0.9,0.33,0.25,0.37,0.27,308
205967439,0.81,0.05,0.56,0.88,0.56,657
875691391,0.74,0.14,0.82,0.37,0.22,660
323151,0.53,0.15,0.25,0.31,0.12,453
460423655,0.38,0.04,0.53,0.07,0.56,326
222800377,0.83,0.06,0.5,0.37,0.56,548
733084736,0.1,0.13,0.79,0.31,0.04,443
50858578,1,0.31,0.97,0.37,0.32,427
925175105,0.64,0.16,0.6,0.75,0.26,529
377483359,0.36,0.18,0.04,0.93,0.15,317
966592889,0.95,0.37,0.25,0.37,0.22,304
235295797,0.63,0.23,0.64,0.74,0.56,313
176255204,0.29,0.03,0.82,0.61,0.38,593
108113239,0.97,0.21,0.69,0.37,0.67,368
334550981,0.35,0.01,0.55,0.37,0.51,452
576613379,0.01,0.03,0.82,0.04,0.2,478
242538236,0.21,0.19,0.56,0.7,0.1,345
871499473,0.7,0.05,0.39,0.37,0.68,411
493456928,0.36,0.26,0.98,0.67,0.25,330
666826597,0.22,0.15,0.66,0.84,0.28,363
618583167,0.19,0.17,0.79,0.87,0.22,373
952345612,0.82,0.18,0.81,0.37,0.72,354
946172115,0.36,0.13,0.82,0.97,0.07,745
862306188,0.53,0.12,0.64,0.68,0.31,523
56731577,0.67,0,0.36,0.37,0.66,487
531099401,0.79,0.27,0.35,0.37,0.05,418
584211128,0.98,0.16,0.98,0.99,0.57,560
516413071,0.67,0.02,1,0.37,0.66,573
479722438,0.36,0.15,0.82,0.37,0.45,322
660856408,0.82,0.08,0.59,0.37,0.43,612
537582396,0.75,0.02,0.16,0.75,0.53,605
99514018,0.32,0,0.25,0.85,0.36,632
757842922,0.56,0.09,0.65,0.96,0.58,452
224431634,0.72,0.12,0.75,1,0.55,507
931601222,0.59,0.03,0.49,0.82,0.56,563
897122981,0.81,0.3,0.61,0.37,0.32,335
139153594,0.73,0.1,0.82,0.37,0.31,693
521319344,0.53,0.01,0.42,0.88,0.59,547
5315806,0.34,0.12,0.72,0.66,0.11,624
417499522,0.82,0.34,0.72,0.37,0.23,347
125747085,0.81,0.32,0.56,0.37,0.31,322
59688244,0.8,0.38,0.47,0.37,0.12,306
47071025,0.95,0.01,0.22,0.37,0.62,610
788222141,0.89,0.17,0.17,0.37,0.19,539
353082731,0.78,0.15,0.77,0.37,0.62,403
71359693,0.53,0.22,0.11,0.18,0.03,315
306434253,0.92,0.3,0.82,0.86,0.33,435
350511855,0.62,0.09,0.82,0.74,0.79,389
38241001,0.53,0,0.56,0.14,0.51,550
402588031,0.63,0.13,0.12,0.37,0.21,453
820395809,0.83,0,0.25,0.37,0.73,491
972142394,0.71,0.01,0.1,0.37,0.56,511
434167537,0.76,0.26,0.25,0.99,0.39,348
497125545,0.82,0.11,0.67,0.37,0.98,327
684681431,0.79,0.08,0.8,0.37,0.46,624
739664144,0.73,0.05,0.22,0.37,0.59,439
484402884,0.98,0.08,0.63,0.37,0.56,596
680706958,0.66,0.19,0.97,0.37,0.06,648
356670648,0.77,0.1,0.25,0.37,0.51,416
686948864,0.99,0.26,0.66,0.86,0.62,380
989248043,0.87,0.41,0.46,0.8,0.13,335
346580617,0.76,0.1,0.25,0.37,0.81,305
334972255,0.91,0.26,0.82,0.37,0.05,576
455278077,0.42,0.02,0.23,0.1,0.26,578
456628096,0.8,0.14,1,0.37,0.56,470
303783252,0.39,0.11,0.83,0.37,0.43,384
839806424,0.29,0.05,0.44,0.81,0.5,391
165474481,0.88,0.3,0.43,0.37,0.35,327
452093819,0.65,0.19,0.77,0.37,0.07,607
920503082,0.69,0.2,0.73,0.37,0.42,379
839407368,0.82,0.1,0.99,0.37,0.37,703
754157454,0.64,0.2,0.69,0.85,0.07,624
544356812,0.83,0,0.18,0.93,0.6,676
659534541,0.91,0.37,0.39,0.9,0.43,305
398406653,0.66,0.16,0.8,0.37,0.68,331
315887412,0.84,0.08,0.72,0.78,0.56,607
321258602,0.68,0.41,0.61,0.96,0.03,341
359294133,0.34,0.05,0.82,0.97,0.74,377
87986206,0.35,0.06,0.5,0.84,0.75,300
51432655,0.77,0.03,0.25,0.37,0.77,401
